citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/visual-workflow-editor/spec.md,scenario-keyboard-add-status-node,tests/e2e/spec-coverage/workflow-editor-canvas.spec.ts,"the palette ""Add status node"" button adds a status from the keyboard",verified,"The test activates the palette button with Enter only and then polls the case type's statusTypes for exactly one new row, so a node the editor merely drew without persisting reddens.",no,yes,resolves to a scenario,await expect.poll(async () => (await statusTypesOf(machine.caseTypeId)).filter((row) => seeded.has(objectId(row)) === false).length).toBe(1),yes,yes,verified
openspec/specs/dashboard/spec.md,scenario-dash-v1-006a-board-columns-reflect-status-types,tests/e2e/spec-coverage/workflow-operations.spec.ts,workflow board renders its heading and a status/empty surface,smoke,"Asserts the board's own h2 and then a locator that matches either a status column or the no-statuses empty state, so a board rendering zero columns passes, and nothing reads a column name, the ordering Ontvangen, In behandeling, Besluitvorming or the per-column case count the scenario requires.",no,yes,resolves to a scenario,"await expect(page.locator('.board-column, .workflow-board__empty').first()).toBeVisible({ timeout: 10000 })",yes,no,partial
openspec/specs/dashboard/spec.md,scenario-dash-v1-006a-board-columns-reflect-status-types,tests/e2e/spec-coverage/workflow-operations.spec.ts,workflow board loads without dossiq console errors,smoke,"Asserts that the board heading is visible and that no dossiq-origin console error appeared; it says nothing about one column per non-final status type, their order or their case counts, so the cited scenario is credited by a load check.",no,yes,resolves to a scenario,"expect(errors, errors.join('\n')).toEqual([])",yes,no,smoke
openspec/specs/case-map-overview/spec.md,scenario-overview-01a-display-all-cases-on-map,tests/e2e/spec-coverage/workflow-operations.spec.ts,case map renders its heading and an interactive map surface,smoke,"Asserts the Cases on map heading, then a surface matched by '.leaflet-container, [class*=""map""]', a fallback almost any wrapper element satisfies, plus no server error and no console errors; nothing about markers or polygons per geometry type, clustering at low zoom or the auto-fit the scenario requires.",no,yes,resolves to a scenario,"await expect(page.locator('.leaflet-container, [class*=""map""]').first()).toBeVisible({ timeout: 10000 })",yes,no,partial
openspec/specs/case-types/spec.md,the-retired-route-falls-through-rather-than-erroring,tests/e2e/spec-coverage/workflow-operations.spec.ts,the retired scheme index is gone and Case types took it over,verified,"Asserts on /subsidieregelingen that the retired index's own create control is absent and that the body shows no server error, which is exactly how the scenario says to test it, and then asserts the Case types index still offers a create control so the absence check cannot pass on a build where the capability vanished.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: 'Add Subsidieregeling' })).toHaveCount(0)",yes,no,not measured
openspec/specs/features-roadmap/spec.md,features-page-renders-controls,tests/e2e/spec-coverage/workflow-operations.spec.ts,features & roadmap renders heading and its action controls,verified,"Asserts the Features heading, the Show roadmap toggle and the Suggest feature link, which is the scenario's third bullet exactly and would redden if the comparison work removed the roadmap tab; it never asserts a shipped feature card, so an empty features_roadmap_features initial state still passes.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: 'Show roadmap' })).toBeVisible()",yes,no,verified
openspec/specs/inspection-checklists/spec.md,the-cases-assignee-submits-a-result,tests/e2e/vth-inspection-result-authz.spec.ts,the stored assignee may submit,partial,"Asserts the stored assignee's submission is not a 403, which catches a guard that refuses the handler, but never checks that an inspectionResult was stored with this case and completedBy, and a 500 would satisfy not.toBe(403) just as well.",yes,yes,resolves to a scenario,"expect(status, `""${INSPECTOR}"" is the stored assignee of case ${caseId} and must not be refused; ...`).not.toBe(403)",yes,yes,not measured
openspec/specs/inspection-checklists/spec.md,a-submitted-result-is-readable-back,tests/e2e/vth-inspection-result-authz.spec.ts,the stored assignee may submit,partial,"The test posts a result but never calls GET /api/vth/cases/{id}/inspection-results, so nothing in it can fail if a submitted result is not readable back.",no,yes,resolves to a scenario,"expect(status, `""${INSPECTOR}"" is the stored assignee ... must not be refused`).not.toBe(403)",yes,yes,not measured
openspec/specs/inspection-checklists/spec.md,another-authenticated-account-is-refused,tests/e2e/vth-inspection-result-authz.spec.ts,a different authenticated account is refused,verified,"Posts as a provisioned account that is neither assignee nor admin and asserts the endpoint answers 403; the scenario's second clause, that no inspectionResult is written, is not asserted.",yes,yes,resolves to a scenario,"expect(status, `""${OUTSIDER}"" is not the assignee of case ${caseId} ... so the endpoint must answer 403`).toBe(403)",yes,yes,not measured
openspec/specs/inspection-checklists/spec.md,omitting-the-inspector-field-does-not-skip-the-check,tests/e2e/vth-inspection-result-authz.spec.ts,omitting the inspector field does not skip the check,verified,"Posts with no inspector field of any kind as the outsider and asserts 403, which is precisely the bypass the old guard allowed.",yes,yes,resolves to a scenario,"expect(status, `""${OUTSIDER}"" sent no inspector field at all. Sending LESS must not buy more ...`).toBe(403)",yes,yes,not measured
openspec/specs/inspection-checklists/spec.md,creating-an-advice-request-is-authorized-the-same-way,tests/e2e/vth-inspection-result-authz.spec.ts,the sibling advice endpoint refuses the same account,verified,Posts to the advice-requests endpoint as the outsider and asserts 403; the scenario's no-adviseur-notification clause is not asserted.,yes,yes,resolves to a scenario,"expect(status, `""${OUTSIDER}"" does not handle case ${caseId}, so creating an advice request ... must answer 403`).toBe(403)",yes,yes,not measured
openspec/specs/status-transition-engine/spec.md,scenario-successful-transition-with-audit-trail,tests/e2e/workflows/case-lifecycle.spec.ts,advancing a case status persists and renders the new status,verified,"Executes the guarded transition and polls the re-read case until status equals the target statusType uuid, which is the first THEN; the audit entry fields and the refreshed updatedAt are asserted nowhere here, so only the persistence clause is guarded.",no,yes,resolves to a scenario,"expect.poll(async () => String((await showObject(api, 'case', caseId)).status ?? ''), ...).toBe(sm.statusInProgress)",yes,yes,verified
openspec/specs/dashboard/spec.md,scenario-dash-v1-006a-board-columns-reflect-status-types,tests/e2e/workflows/case-lifecycle.spec.ts,"the workflow board renders one column per non-final status type, in order, with its case count",verified,"Seeds four status types out of creation order, three non-final, and asserts the board's column names equal the three in status order with the final one absent, then that the header counts read 2, 1 and 0.",no,yes,resolves to a scenario,"await expect(ours.locator('.board-column__count'), 'each column header counts the cases in that status').toHaveText(['2', '1', '0'])",yes,no,not measured
openspec/specs/status-transition-engine/spec.md,scenario-successful-transition-with-audit-trail,tests/e2e/workflows/case-lifecycle.spec.ts,"engine offers transitions, records history, and BLOCKS an invalid transition",verified,"Asserts the stored status after each transition and that both halves of the audit trail exist, a non-empty history response and at least one statusRecord object on the case; it never reads the entry's timestamp, user, fromStatus, toStatus or transitionLabel, nor updatedAt.",no,yes,resolves to a scenario,"expect((await listObjects(api, 'statusRecord', { case: caseId })).length).toBeGreaterThanOrEqual(1)",yes,yes,verified
openspec/specs/case-management/spec.md,cases-index-page-renders-list-shell,tests/e2e/workflows/cases-crud.spec.ts,a seeded case appears as a row with its title and identifier,verified,"Asserts the Add create button, one of the three shell controls the scenario names, so a shell that fails to mount reddens it; the Cards/Table view toggle and the per-row Actions control are never read, and the helper additionally requires a populated table the requirement says the shell must not depend on.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /^Add (Item|Case|Task)$/ })).toBeVisible({ timeout: 15000 })",yes,no,partial
openspec/specs/case-management/spec.md,scenario-cm-06a-case-info-panel,tests/e2e/workflows/cases-crud.spec.ts,opening the row shows the case detail with its values,verified,"Now scoped to the open info panel rather than the whole page, it asserts the title and the assigned zaaknummer render there, and the scoping was proven by a CI run where the unscoped version stayed green; type, priority, confidentiality, creation date and the Change Status dropdown stay unasserted.",no,yes,resolves to a scenario,"await expect(infoPanel, 'the case info panel carries the zaaknummer').toContainText(assignedIdentifier, { timeout: 15_000 })",yes,no,smoke
